,Title,Hoax
3707,"Ditunjuk Jadi Plt Ketua Umum PPP, Muhammad Mardiono akan Mundur dari Wantimpres Jokowi",0
5934,"Soal Capres Cawapres yang Bakal Diusung, Waketum PPP: Tunggu Harlah PDIP",0
5553,Partai Ummat Klaim dapat Kesempatan Verifikasi Faktual Ulang,0
2571,Nama Anies Baswedan Disebut dalam Pertemuan Surya Paloh dan Syaikhu,0
3574,Penjabat Gubernur DKI Pengganti Anies Baswedan Dibahas September,0
2718,"Bertemu Kanselir Jerman, Jokowi Bahas Potensi 474 Giga Watt Sumber Energi Baru di Indonesia",0
1760,"Golkar - PAN - PPP Bentuk Koalisi, Demokrat Ogah Buru-buru Ikut",0
4436,"Giring Sebut Keterwakilan Perempuan di DPP PSI Mencapai 62,5 Persen",0
3240,Anies Baswedan Sebut Polarisasi Tak Selamanya Berujung Konflik dan Perpecahan,0
1055,"Tak Masalah PAN Masuk Kabinet, Muhaimin: Asal Tak Ganggu Jatah PKB",0
848,"Jadi Wakil Kepala Otorita IKN, Dhony Rahajoe Sebut Dihubungi H-1",0
3011,Survei Capres 2024: Elektabilitas Anies Baswedan Tempel Ketat Ganjar Pranowo,0
3187,"Pemerintah Didesak Cairkan Anggaran Pemilu 2024, Jangan Sampai Wacana Tunda Pemilu Muncul Lagi",0
5136,"Profil Sung Yong Kim Anak Seoul Jadi Duta Besar AS untuk Indonesia, Apa Misinya?",0
3947,Dudung Abdurachman Maafkan Effendi Simbolon: Pelajaran Bagi Semua,0
1294,"Cerita Obrolan Terakhir dengan Jokowi, Fadjroel: Presiden Setia Agenda Reformasi",0
5477,PKS Masih Sodorkan Aher sebagai Cawapres Anies Baswedan,0
3886,MKD Tetap Proses Aduan Terhadap Effendi Simbolon,0
3264,"Hari Kedelapan Pendaftaran Peserta Pemilu 2024, Empat Partai Daftar ke KPU Hari Ini",0
6096,"Kumpulkan Anggota Fraksi Partai NasDem DPR, Surya Paloh Tegaskan Dukung Penuh Jokowi-Ma'ruf",0
4653,"Anies Baswedan Mencari Cawapres, Jusuf Kalla: Wakil itu Dinilai Bukan Popularitasnya",0
4649,"Anies Baswedan dan Aher Bertemu di Acara PKS Besok, Bahas Pilpres 2024",0
2764,"RUU KIA yang Atur Cuti Melahirkan 6 Bulan, Sah Jadi Inisiatif DPR",0
1112,"Setelah Pekanbaru, Relawan Jajaki Deklarasi Jokowi 3 Periode di Daerah Lain",0
1662,Jokowi Peringatkan Ancaman Kemarau dan Penyakit Mulut dan Kuku,0
776,"Soal Doa untuk Airlangga Kode Gabung ke Golkar, Ridwan Kamil: Sedang Istikharah",0
6172,"Panglima TNI Rotasi 223 Perwira, Berikut Daftar Beberapa Petinggi yang Bergeser",0
183,"Soal Pilpres 2024, Ridwan Kamil: Masih Istikharah Memilih Warna yang Cocok",0
2510,Presiden PKS Sebut Terjadi Era Otoritarianisme dalam 10 Tahun Terakhir,0
4908,"Amankan KTT G20, 14 Kapal Perang TNI Disiapkan di Sejumlah Lokasi Stategis",0
4414,"Top Nasional: Sinyal Reshuffle Usai Nasdem Deklarasi Anies Capres, Kata PDIP soal Lawatan Ganjar",0
4316,Wantimpres Bertemu MPR Evaluasi Mekanisme Pilkada Langsung,0
1513,Koordinator BEM SI Tak Tahu Menahu Struktur Partai Mahasiswa Indonesia,0
2034,Mahfud Md Ungkap Peran Besar Bung Karno dalam Kelahiran Pancasila,0
734,Prabowo Teken Kerja Sama Riset Bidang Pertahanan dengan BRIN,0
2617,"NasDem Siapkan Bakal Capres Anies, Andika dan Ganjar, Pakar : Cari Perhatian Publik",0
2312,Bima Arya: Ketua Umum PAN Zulkifli Hasan di Istana Sejak Magrib Tadi,0
1168,Alasan Asosiasi Pemerintah Desa Dukung Jokowi 3 Periode,0
3482,"Memulai Safari Politik untuk Pilpres 2024, Puan Maharani Temui Surya Paloh Hari Ini",0
6005,"Panglima TNI Yudo Margono Punya 2 Bidang Tanah di Papua, Intip LHKPN Miliknya",0
1786,Jokowi Bertemu Elon Musk di Space X,0
1869,Komisi III DPR Bakal Rapatkan Polemik Larangan Atribut Keagamaan di Persidangan,0
4288,Airlangga Ingatkan Partai Politik Jaga Komunikasi dan Persatuan Hadapi Tantangan Masa Depan,0
4366,Ketua Umum PBNU Tak Mau Diusulkan Jadi Capres oleh PPP Jatim,0
5583,Lemhanas Kaji Lima Isu Penting Nasional Selama 2022,0
5014,"Acara Jokowi dan Pemimpin G20 di Hutan Mangrove Molor 1,5 Jam, Akibat Rapat Darurat NATO?",0
485,"Anggaran Jumbo Pemilu 2024, Calon Anggota Bicara soal KPU Gelar Acara di Hotel",0
6513,Muhaimin Sebut PKB Segera Usulkan Kajian Peniadaan Jabatan Gubernur ke Baleg DPR,0
452,Puan Minta Menteri Tenaga Kerja Tinjau Ulang Aturan Pencairan JHT,0
6423,Tiga Kelompok Relawan Anies Baswedan Luncurkan Sekber KIB,0
95,Penyanyi Harvey Malaiholo Ditetapkan Jadi Anggota DPR,0
3360,Jokowi Kukuhkan Paskibraka 17 Agustus di Istana Merdeka,0
4991,Anies Baswedan ke Relawan: Siapkan Stamina untuk Jalan 16 Bulan,0
6101,Jokowi Kritik Aturannya Sendiri Soal Perubahan Nama IMB,0
30,Perpres Kemendagri: Badan Litbang Diganti Badan Strategi Kebijakan Dalam Negeri,0
789,Mahfud Md Tegaskan Situasi di Papua Normal,0
5454,Pemerintah Bentuk Satgas Pulau Terluar Buntut Lelang Kepulauan Widi,0
6368,"Di Tengah Isu Reshuffle, PPP Berharap Dapat Tambahan Kursi Menteri",0
1858,Jokowi Minta Projo Tak Tergesa-gesa Soal Dukungan pada Pilpres 2024,0
3710,Kata Istana Soal Relawan Jokowi Kembali Suarakan Tiga Periode,0
2245,Presiden Jokowi Kembali Minta Relawan Tak Tergesa Tentukan Arah Dukungan Politik,0
3303,Komnas HAM Jadwalkan Ulang Pemeriksaan Ferdy Sambo,0
1539,Menkopolhukam Mahfud MD Klaim 82 Persen Rakyat Papua Minta Pemekaran,0
1109,OPM Klaim Tembak 2 Pesawat Komersil Berisi Personel TNI - Polri,0
100,"Soedjatmoko Diplomat Ulung, Mantan Rektor Universitas PBB Wafat Saat Beri Kuliah",0
4438,"Setelah Deklarasi Anies Baswedan, NasDem Akan Lakukan Langkah Ini",0
5992,"Survei SMRC: Mayoritas Pemilih Prabowo di Pemilu 2019 Pindah ke Anies, Pendukung Jokowi ke Ganjar",0
5978,"Polri Buka Rekrutmen untuk 5 DOB, Kapolri: Kesempatan Orang Asli Papua Dapat Posisi Strategis",0
1443,"PDIP Surabaya Sosialisasikan UU TPKS, Puji Puan Maharani Punya Komitmen Jelas",0
2691,Kata Pengamat Soal Gagasan Surya Paloh tentang Capres  Pemersatu Bangsa,0
1951,Presiden Jokowi Kagumi Kesederhanaan Buya Syafii Maarif,0
5117,IPW Minta KPK Tegas Mengusut Kasus Lukas Enembe,0
2004,"PDIP Serahkan Keputusan Capres ke Megawati, Hasto: Terbukti Sukses Sejak 2014",0
1083,Haris Azhar Soroti Pertemuan Luhut dengan Puan Maharani di Bali,0
2226,Megawati Happy Jokowi Hadiri Peresmian Masjid di Kantor DPP PDIP,0
861,"Soal Anggaran Pemilu 2024, PKB: Presiden Jokowi Lantik Anggota KPU Dulu",0
3210,3 Alasan Pakar Prediksi PDIP Bakal Usung Puan Ketimbang Ganjar di Pilpres 2024,0
903,"Bawa Tanah dan Air ke IKN, Ridwan Kamil: dari Gunung hingga yang Dikeramatkan",0
2432,KPU Sosialisasikan Migrasi Data Sipol Baru untuk Pemilu 2024,0
109,Pemerintah Sebut Sudah Satu Frekuensi dengan DPR Soal RUU TPKS,0
3196,"10 Partai Daftar ke KPU hingga Hari Kedua, Tiga Parpol Belum Lengkapi Dokumen",0
3792,Mardiono Klaim PPP Tetap Solid Meski Konflik dengan Suharso Monoarfa Meruncing,0
5473,"Soal Letkol Tituler Deddy Corbuzier, Mahfud Md Bilang Prabowo Lebih Tahu Urgensinya",0
5859,"Isu Reshuffle Kabinet Jokowi, Golkar: Jangan Ada Lagi yang Bermain Dua Kaki",0
5067,Poros 98 Minta Percayakan ke Partai Politik Tentukan Calon Presiden di Pilpres 2024,0
5345,Pengamat Sebut Tindakan Anies Baswedan Soal Ini yang Lunturkan Stempel Intoleran,0
2370,Breaking News: Jokowi Resmi Lantik 2 Menteri dan 3 Wakil Menteri Baru,0
4085,"PDIP dan PKB Klaim Partai Wong Cilik, Gerindra Juga Mengaku Sama",0
782,Ketua Umum PKB Muhaimin Iskandar Berziarah ke Makam Didi Kempot,0
6374,Pemuda Muhammadiyah Usulkan Jokowi Bapak Perintis Indonesia Maju,0
927,Luhut Bantah Manipulasi Big Data Soal Penundaan Pemilu 2024,0
6428,"Jokowi Terbang ke Bali, Reshuffle Kabinet Batal?",0
3403,"Digadang-gadang Gantikan Anies Baswedan, Heru Bilang Banyak yang Lebih Baik",0
5228,"DPR Belum Bisa Gelar Fit and Proper Tes untuk Yudo Margono, Meutya: Komisi I Belum Memiliki Dasar",0
2387,"Reshuffle Kabinet, Tebakan PAN: Zulkifli Hasan Gantikan Mendag Muhammad Lutfi",0
6287,PKS Setuju Usulan AHY untuk Bikin Sekretariat Koalisi,0
2855,KPU Minta Bantuan Kominfo agar Pengiriman Hasil Pemilu 2024 Semakin Cepat,0
6131,"Megawati Ngamuk Jokowi Akan Bangun Bandara Internasional Bali Utara: Mau Dimarahin Pak Jokowi, Saya Marah Lagi",0
4334,Profil Wali Kota Semarang Hendrar Prihadi yang Dilantik Sebagai Kepala LKPP,0
1094,"Usulan Saweran Untuk Pembangunan IKN, PDIP: Dulu Ada Dana Revolusi",0
1121,Survei IPO: Elektabilitas Golkar dan PKB Turun Diduga Imbas Isu Penundaan Pemilu,0
3715,Kegaduhan soal Amplop Kiai Dinilai Berkontribusi pada Anjloknya Elektabilitas PPP,0
5001,"Tawa Jokowi Dengar Cerita Tongkat Kapolri Dibeli di Pasar Senen, Ini Aturan Tongkat Komando Kapolri?",0
5495,"DKI Jakarta Jadi Daerah dengan Kerawanan Tertinggi saat Pemilu, Sulut Kedua",0
4582,"Ganjar Diberi Sanksi, Pengamat Sebut Bandul Politik PDIP Belum Tentu ke Puan Maharani",0
809,PAN Bantah Kabar Zulkifli Hasan Bertemu Jokowi Bahas Reshuffle Kabinet,0
1803,"Soal Koalisi Indonesia Bersatu, AHY: Demokrat Tak Tergesa-gesa",0
4693,Cak Imin Ungkap Pesan Jokowi Berkaitan dengan Pilpres 2024,0
6314,Pengamat Sebut Peluang Ridwan Kamil Maju Capres Tertutup Setelah Gabung Golkar,0
1654,"Ke Korsel, Megawati Terima Gelar Profesor dari Seoul Institute of the Arts",0
5736,PKS Mempertanyakan Kegentingan di Balik Penerbitan Perppu Cipta Kerja,0
6427,"Cak Imin Harap Reshuffle Kabinet Tidak Sekadar Politis, Waketum PAN: Politis Itu Wajar",0
4568,Jokowi Sambut Perdana Menteri Palestina di Istana Bogor,0
4154,"Ajak Kepala Daerah Kompak Tangani Inflasi, Jokowi Sebut Kondisi Ekonomi 2023 Makin Gelap",0
4988,"Makna Garuda Wisnu Kencana untuk KTT G20, Jokowi: Simbol Tugas Para Pemimpin Dunia",0
6148,"Ridwan Kamil Gabung ke Golkar, Ini Komentar dari Parpol Pendukungnya di Pilkada Jawa Barat 2018",0
4689,Hasto Kristiyanto Rajin Menyindir NasDem Setelah Usung Anies Baswedan Jadi Capres 2024,0
5614,Lemhanas Sebut Ada 3 Tantangan Jelang Pemilu 2024: Politik Identitas hingga Hoaks,0
5762,"Demokrat Ingin Deklarasi Sepaket Capres-Cawapres, NasDem: Nanti Kita Rembuk Bersama",0
5885,Kilas Balik Janji Presiden Jokowi Cari Wiji Thukul,0
4162,Istana Akui Nantikan Pengesahan RUU PPRT yang Mangkrak 18 Tahun di DPR,0
4224,"Jelang Deklarasi Capres Partai NasDem, Anies Baswedan Terlihat Hadir",0
3270,"Airlangga Hartarto, Zulkifli Hasan dan Suharso Monoarfa Dipastikan Hadir di KPU Besok",0
3901,"Beberapa Anggota DPR Ini Pernah Diadukan Ke MKD, Termasuk Effendi Simbolon",0
5156,Partai Demokrat Menolak Revisi UU IKN,0
3555,Jokowi Berharap Musra Bisa Memunculkan Nama Capres 2024 Wakili Suara Rakyat,0
4934,Jokowi Minta Joe Biden Fleksibel saat Bahas Leaders Declaration KTT G20,0
4411,"Sinyal Reshuffle Usai Deklarasi Anies, Demokrat: Tunjukkan Kecenderungan Upaya Konsolidasi Kekuasaan",0
5490,Partai Ummat Gugat KPU setelah Dinyatakan Tak Lolos Peserta Pemilu 2024,0
87,Baliho Dukungan Ridwan Kamil untuk Capres 2024 Mulai Bermunculan,0
5806,Kecatatan Sistem Proporsional Tertutup di Era Orde Lama dan Orde Baru,0
1204,PKS Terima Aspirasi Tolak Penundaan Pemilu 2024 dan Jokowi 3 Periode,0
6121,PKS Sebut Calon Wakil Presiden untuk Anies Baswedan Harus Punya Kapasitas Menang,0
2273,Gerindra Terus Dorong Prabowo Maju Kembali di Pilpres 2024,0
2807,"Kisah Heroik Abdulrachman Saleh, Pak Karbol Pahlawan Multitalenta",0
5022,"Perempuan Terobos Iringan Mobil Presiden Jokowi, Pramono Anung: Presiden Baik-Baik Saja",0
4229,Presiden Jokowi akan Pimpin Jajak Pasar IKN Pertengahan Oktober Ini,0
4051,"Peringati Hari Agraria, Relawan Anies Baswedan Usulkan Rumah untuk Tiap Keluarga",0
6493,Politikus PAN Tak Setuju Muhaimin Soal Penghapusan Jabatan Gubernur,0
518,"AHY Sowan ke Rais Aam PBNU, Ini Tujuannya",0
829,Jokowi Disebut Bakal Lantik Kepala Otorita IKN Besok,0
6210,"Mulai Besok Ferdy Sambo Cs Bakal Jalani Sidang Pleidoi, Apa Artinya?",0
2182,Cerita Menag Yaqut Saat Bertemu Paus Fransiskus di Vatikan,0
438,7 Perempuan Calon Anggota Janji SDM KPU dan Bawaslu Lebih Berkualitas,0
627,"Muncul Wacana Pemilu 2024 Diundur, AHY: Cara Berpikir Memalukan",0
1954,"Pernikahan Adik Jokowi dan Ketua MK Anwar Usman, ini 6 Kekerabatan Pejabat Lain",0
3535,"PAN Umumkan Usulan 9 Nama Capres 2024, Ada Ganjar dan Puan Maharani",0
1744,"Isu Koalisi Indonesia Bersatu Usung Airlangga Hartarto di Pilpres, Ini Kata PAN",0
925,"Presiden Jokowi Berkemah di Titik Nol IKN, Paspampres Antisipasi 3 Hal Ini",0
3580,Prabowo Subianto Diprediksi Menang Pilpres 2024 Jika Ganjar Pranowo Tak Maju,0
295,Ini Alasan Pemerintah Mengajukan Lelang Dua Kapal Perang ke DPR,0
1052,"Zulkifli Hasan: Kalau Kader Tak Siap Nyapres atau Nyaleg, Masuk Ormas Saja",0
3400,"HUT RI ke-77, AHY Harap Perbedaan Tak Jadi Halangan Bersatu Mewujudkan Cita-cita Bangsa",0
2910,Anggota DPR Minta Pemerintah Sosialisasikan 14 Pasal Krusial RKUHP,0
1173,Asosiasi Pemerintah Desa Klaim Pasang Spanduk Jokowi 3 Periode Setelah Lebaran,0
3858,Muhammad Mardiono Bantah Ada Campur Tangan Istana Soal SK Kemenkumham,0
3038,"Drone Emprit: Anies Baswedan Terpopuler di Medsos, tapi Juga Paling Sering Dibicarakan Negatif",0
1561,BEM Nusantara di Daerah Menolak Kehadiran Partai Mahasiswa Indonesia,0
6411,"Top Nasional: Politikus NasDem Singgung Korupsi Bansos Kader Partai Banteng, Pemuda Muhammadiyah Dukung IKN",0
6136,Demokrat Minta MK Tolak Uji Materi UU Pemilu Kembali ke Proporsional Tertutup,0
944,"Jokowi Bicara Istana IKN: 80 Mdpl, Bisa Lihat Seluruh Penjuru",0
5178,"5 Negara dengan Militer Terkuat di Dunia, Indonesia Urutan Berapa?",0
4880,"Tiga Pj Gubernur di Provinsi Baru Papua Dilantik Hari Ini, Berikut Profilnya",0
12,Pemerintah Pangkas Masa Karantina dari Luar Negeri Menjadi 7-10 Hari,0
1117,"Ucapannya soal Minyak Goreng Berbuntut Panjang, Megawati Bilang Begini",0
4738,"Soal Video 70 Pastor Dukung Anies Baswedan, Ini Kata Keuskupan Agung Medan",0
4740,Tito Karnavian Temui Jokowi Hari Ini Bahas Persiapan DOB Papua,0
4267,Anggota Komisi III DPR Bantah Salahi Aturan Pemilihan Ketua Komnas HAM,0
642,Kelompok Relawan Ganjar-Puan Tolak Penundaan Pemilu 2024,0
1882,Kilas Balik Peristiwa 21 Mei 1998: Lengsernya Soeharto dan Awal Reformasi,0
4808,Presiden Jokowi Dapat Penghargaan Perdamaian Al Hasan bin Ali Award,0
5294,"Mantan Wakil Gubernur DKI Jakarta, Ahmad Riza Patria Sambangi Rumah Duka Ferry Mursyidan Baldan",0
5508,Grace Natalie Tak Risau Sejumlah Kader Mundur dari PSI,0
1319,Jokowi Minta KPU dan Bawaslu Segera Bahas Persiapan Pemilu Setelah Dilantik,0
1835,Amnesty International Indonesia Menilai Demokrasi Indonesia Makin Merosot,0
2227,"Soal Hubungannya dengan Megawati, Jokowi Sebut Kadang Jadi Anak Bandel",0
5966,Kata Pengamat Pernyataan Puan soal Tak Ada Bintang Bersinar Sendiri di PDIP Tak Spesifik ke Ganjar,0
4768,"Ajak Gabung PKS ke Koalisi Kebangkitan Indonesia Raya, PKB: Mohon Doanya",0
6236,Ratusan Kader Gerindra dan PKB Kumpul di Menteng Menjelang Peresmian Sekber,0
3395,SBY Absen di Sidang Tahunan MPR 16 Agustus 2022,0
5545,Mahfud Md Sebut Segera Bahas Penanganan OPM dengan Yudo Margono,0
6155,Duta Besar  Manoj : Indonesia dan India Seperti Saudara Kembar,0
3158,Megawati Soekarnoputri Beri Mandat ke Hasto dan Bambang Pacul Untuk Daftarkan PDIP ke KPU,0
653,"Rusia Invasi Ukraina, KSP Siapkan Rencana Evakuasi WNI",0
429,"Jokowi Minta Putusan MK Tak Hanya Beri Kepastian Hukum, tapi..",0
2124,"Pembahasan Tahapan Pemilu 2024 Molor, Komisi II DPR Kritik KPU Sibuk Safari",0
2149,"29 Tahun Komnas HAM: Sosok Ali Said, Ketua Komnas HAM yang Aneh di Era Soeharto",0
5087,"Terpilih Lagi Jadi Ketum PP Muhammadiyah, Haedar Nashir Sampaikan 4 Poin Penting",0
4305,NasDem Ungkap Bakal Bicarakan Kriteria Pendamping Anies Baswedan dengan Calon Mitra Koalisi,0
2997,Jokowi dan Jose Ramos-Horta Sepakati MoU Pertanian hingga Bus Lintas Batas,0
3386,Puan Maharani Bilang Berbagai Kekurangan Proyek IKN Bukan Alasan Caci Maki Negara,0
4343,"Terus Berupaya Hadirkan Zelensky dan Putin di G20, Menlu Retno Marsudi: Respon Mereka Positif",0
4075,"Isu Pertemuan Rahasia dengan Israel, Pengamat Anggap Langkah Kemenlu Sudah Tepat",0
5200,"Kepala BP2MI Sebut Jokowi Presiden Sabar: Sering Dihina, Dituduh Istana Jadi Sarang Komunis",0
2628,Rakernas PDIP Bahas Strategi Pemenangan 2024 Tanpa Kandidat Capres,0
838,"Temui Jokowi, Luhut Sebut Pangeran MBS Ingin Kerja Sama Pembangunan IKN",0
1087,Viva Yoga Tanggapi soal PKB Tak Ingin Jatah Kabinetnya Diganggu Masuknya PAN,0
3162,"MRP Lapor ke KPU, Mayoritas Orang Asli Papua Belum Punya e-KTP",0
4741,Relawan Anies Baswedan Khawatir Menteri Nyapres Tak Perlu Mundur Berpotensi Konflik Kepentingan,0
3491,"Rapat Dengar Pendapat DPR dengan Kompolnas, LPSK dan Komnas HAM, Begini Regulasi RDP",0
1918,"DPR Akan Surati Presiden Jokowi Soal RKUHP, Ketok Palu Ditargetkan Juli 2022",0
4512,Airlangga Hartarto Goda Surya Paloh: NasDem bin Golkar,0
856,"Sambangi Surya Paloh, Airlangga Hartarto: Hanya Silaturahmi",0
3289,"KIB Golkar, PAN dan PPP Bakal Jalan Bareng Daftar ke KPU Pagi Ini",0
4477,Sekjen Golkar Ungkap Ada Partai Parlemen dan Non- Parlemen yang Bakal Gabung KIB,0
1448,Jawaban Kemenlu soal Isu KTT G20 Terancam Ditunda karena Perang Rusia-Ukraina,0
5194,"PDIP Sindir Ring Satu Jokowi soal Acara Relawan, Mensesneg: Kita Fokus ke Pemerintahan",0
4815,"PKS Dilirik Koalisi Kebangkitan Indonesia Raya, NasDem: Godaan Penguji Iman",0
4554,"Setelah Ganjar Pranowo, PDIP Panggil FX Hadi Rudyatmo Rabu Mendatang",0
2185,"Tepis Isu Kerenggangan dengan Megawati, Jokowi: Anak Kadang Kala Bandel Biasa",0
4604,"Ganjar Pranowo Disanksi, Relawan: Bukti DPP PDIP Pantau Sepak Terjangnya",0
5139,Ihwal Panglima TNI yang Diperpanjang Masa Jabatannya,0
2653,Muhaimin Iskandar Ajak Partai Lain Ramai-ramai Gabung Koalisi PKB-Gerindra,0
1745,"Soal Koalisi Indonesia Bersatu, PPP Buka Pintu Partai Lain Bergabung",0
693,Jokowi Minta TNI-Polri Disiplinkan Anggotanya yang Tolak IKN,0
5072,"Buka Muktamar Muhammadiyah, Jokowi Bilang Syiar Islam di Indonesia Paling Terbuka",0
3151,"Daftar ke KPU Hari Ini, Presiden PKS Klaim Siap Hadapi Pemilu 2024",0
4597,"Sandiaga Uno Ungguli Prabowo dan Ganjar dalam Musra Capres di Riau, Ini Sebabnya",0
188,"Profil Maruli Simanjuntak, Eks Danpaspampres yang Digadang Jadi Pangkostrad",0
287,PDIP Rekomendasikan Ahok sebagai Kepala Otorita Ibu Kota Negara,0
1738,"Belum Ada Capres Definitif, NasDem Tak Mau Buru-buru Gabung Koalisi",0
4038,Hasto Sebut Megawati Minta Kader PDIP Bersabar Soal Capres 2024,0
3237,MRP Minta Mahfud Md Bentuk Tim Pencari Fakta Pengungsi Daerah Konflik Papua,0
2348,Haedar Nashir Minta Menteri Tak Manfaatkan Jabatan untuk Pemilu 2024,0
169,KSP Sebut Jokowi Segera Terbitkan Perpres Soal Otorita IKN,0
4962,Menengok Lagi Tugas dan Wewenang Wakil Presiden,0
5789,Ketua Umum Partai Ummat: Reformasi Jilid 2 Agenda Mendesak Bangsa Ini,0
5705,"Jelaskan Soal Bantuan Rp 1 Triliun ke NU Jawa Barat, Ridwan Kamil: Sudah Tak Ada Masalah",0
5766,Mengenal Sistem Proporsional Tertutup yang Diusulkan Agar Dipakai di Pemilu 2024,0
1684,Istana Jelaskan Alasan Jokowi ke Amerika Tak Naik Pesawat Kepresidenan,0
1586,"PDSI Bantah Tandingi IDI, Tapi Akui Resah dengan Kasus Terawan",0
4231,"Pola Cepat Nasdem Tentukan Capres, Dulu Jokowi Sekarang Anies Baswedan",0
1338,Cerita Dugaan Peretasan Akun Pengurus BEM SI Sebelum Demo 11 April,0
2462,"Erick Thohir Terpental Meski Masuk 3 Besar Capres Usulan DPW NasDem, Mengapa?",0
1732,Mahfud Md Ingatkan KPU soal Potensi Gugatan Peserta Pemilu,0
2792,Inilah Sejarah Pemisahan Polri dari ABRI,0
6342,"Kaesang Pangarep Belum Komunikasi dengan PDIP , FX Rudy: Mau Lewat Jalur Independen, Itu pun Hak Dia",0
3193,"Partai Gelora Besutan Anis Matta Daftar ke KPU 7 Agustus, Targetkan Masuk Parlemen",0
5157,Anggota Komisi Pertahanan DPR Sebut Saatnya Panglima TNI dari Angkatan Laut,0
3686,"Soal Kemungkinan Gerindra Berkoalisi dengan PDIP, Dasco: Masih Tahap Awal",0
3536,Zulkifli Hasan Terima 11 Nama Usulan Capres yang Diusung PAN,0
210,Suharso Monoarfa Bantah UU Ibu Kota Negara Dibahas Terburu-buru,0
4726,Prabowo Targetkan 50 Persen Alutista Bisa Diproduksi di Dalam Negeri,0
1912,"Projo Bantah Nyatakan Dukungan ke Ganjar Pranowo, Budi Arie: Ojo Kesusu",0
3085,"Soal Pertemuan dengan Anies Baswedan, Ma'ruf Amin: Tak Ada Unsur Politik, Wapres Netral",0
4996,Spanduk Penolakan Kedatangan Anies Baswedan di Yogya Dicopoti Petugas,0
1905,"KIB, Salah Kaprah Koalisi Partai Politik di Sistem Presidensial?",0
73,"Muncul Nama Kader PDIP untuk Pilgub DKI, Hasto: Megawati yang Putuskan",0
4454,"Resmi Heru Budi Hartono Pj Gubernur DKI Jakarta, Begini Kedekatannya dengan Jokowi",0
2996,KPU Didesak Segera Terbitkan Aturan Pendaftaran Peserta Pemilu 2024,0
4764,KPU Akan Gelar Rapat Pleno Tetapkan Hasil Verifikasi Faktual pada 8 November,0
3100,"Surya Tjandra Dukung Anies Baswedan di Pilpres 2024, PSI Bilang Begini",0
6495,"Ganjar Pranowo, Airlangga Hartarto, Prabowo Subianto, hingga Jokowi Bersaing dalam Musra",0
3915,Din Syamsuddin Minta MK Copot Jubirnya Usai Pernyataan Presiden 2 Periode Jadi Cawapres,0
3116,Bekas Pembantu Jokowi dan Ahok yang Kini Dukung Anies Baswedan,0
4280,"Anies Baswedan Bertemu AHY Hari Ini, Kader Demokrat Ramai-ramai Menyambut",0
3771,"Demokrat Ajak Keluarga TNI, Polri, dan ASN Protes Jalanan Tolak Kenaikan Harga BBM",0
3914,Effendi Simbolon Mengaku Siap Dipertemukan dengan KSAD Dudung Abdurachman,0
6082,"Top Nasional: Partai Buruh Bertekad Rebut Suara Gerindra, PDIP dan PKS di Jabar, Sandiaga Uno Sowan Kiai  Kholil As'ad Syamsul",0
2552,"Megawati Minta Kader PDIP Ikuti Instruksi Partai, Jangan Hanya Berpegang Survei",0
1231,Jasa Mohammad Natsir Kembalikan Indonesia ke NKRI Melalui Mosi Integral,0
4071,Penyintas Petrus Sebut Kepres Nomor 17 Tahun 2022 Sulit Diterima Nalar,0
2825,Wapres Ma'ruf Amin Bakal Berangkat Haji Besok,0
2542,Megawati Ingatkan Tak Ada Istilah Koalisi di Sistem Presidensial,0
1258,Mantan Jubir Jokowi: Dua Periode Harga Mati,0
1916,"Dapat Sinyal Dukungan dari Jokowi, Ganjar Pranowo Tak Mau GR",0
6380,Wakil Ketua MPR Bilang Perpanjangan Masa Jabatan Kepala Desa Tergantung Kesepakatan Politik,0
1718,"Soal Penjabat Gubernur dari TNI-Polri, Tito: Sudah Pensiun atau Alih Status ASN",0
1379,KPU: Tahapan Pemilu 2024 Dimulai 14 Juni 2022,0
6066,"Kabar Reshuffle Kabinet Jokowi di Januari, Mensesneg: Enggak Ada, Enggak Ada",0
2741,"Berkunjung ke Ukraina, Presiden Jokowi Bawa Bantuan Kemanusiaan",0
113,Wamenag Minta Revisi UU Pesantren Cegah Kekerasan Seksual Terulang,0
5528,"Disebut Tak Lolos Parlemen di Survei SMRC, PPP: Kami Tidak Ikut Survei, tapi Pemilu",0
3784,"Harga Minyak Dunia Turun, Anggota DPR Desak Kenaikan Harga BBM Dibatalkan",0
1438,"SBY: Hanya Ada Satu Matahari di Partai Demokrat, Dipimpin AHY",0
4763,"Diajak PKB Gabung ke Koalisi KIR, PKS Pilih Fokus Tuntaskan Koalisi Perubahan",0
3781,"Tujuan Safari Politik, Apakah hanya Mengerek Elektabilitas?",0
1894,"Panglima TNI ke PBNU, Yahya Staquf: Saya Sampai Pikir Pak Andika Perkasa NU Juga",0
3499,Anggota Komisi III Hinca Panjaitan: Kapolri Bak Matahari jika Malam Gelap Akibat Bintang Berjatuhan,0
3128,"Dukungan Puan Capres 2024 Bermunculan, Hasto: Kebebasan Berekspresi Boleh-boleh Saja",0
507,UU IKN yang Diteken Jokowi Bernomor 3 Tahun 2022,0
3985,"Antisipasi Kasus Bjorka Terulang, KSP Ingin Kembangkan Cloud Lokal",0
4684,Airlangga Bilang Rencana Ridwan Kamil Gabung Golkar Masih Dibahas,0
6229,"Soal Masa Jabatan 9 Tahun, Tiga Organisasi Desa Desak Jokowi Ganti Menteri Desa",0
